Leasing,Spalanie W Cyklu Mieszanym,Generacja,Skrzynia biegów,Rok produkcji,Kierownica po prawej (Anglik),Pojemność skokowa,Pojemność baterii,Liczba pozostałych rat,Kraj pochodzenia,Opłata początkowa,Oferta od,Rodzaj paliwa,Wartość wykupu,Zarejestrowany jako zabytek,Rodzaj koloru,Moc,Rodzaj własności baterii,Gwarancja dealerska (w cenie),Napęd,Tuning,Kolor,Bezwypadkowy,Przebieg,Możliwość finansowania,Ma numer rejestracyjny,Data pierwszej rejestracji w historii pojazdu,Homologacja ciężarowa,Spalanie Poza Miastem,Model pojazdu,Liczba drzwi,VAT marża,Faktura VAT,Numer rejestracyjny pojazdu,Emisja CO2,Autonomia,Stan,Cena,lub do (przebieg km),Wersja,Miesięczna rata,Zarejestrowany w Polsce,Okres gwarancji producenta,Pokaż oferty z numerem VIN,Pierwszy właściciel (od nowości),Serwisowany w ASO,Liczba miejsc,Marka pojazdu,Spalanie W Mieście,Uszkodzony,Średnie zużycie,Typ nadwozia
,,,Automatyczna,1977,,4 900 cm3,,,Stany Zjednoczone,,Prywatne,Benzyna,,,,140 KM,,,Na tylne koła,,Beżowy,,97 000 km,,Tak,marzec 1977,,,Thunderbird,3,,,7G87F228344XXXXXX,,,Używane,59 777,,,,,,,,,5,Ford,,,,Coupe
,,,Manualna,2010,,1 956 cm3,,,,,Prywatne,Diesel,,,,170 KM,,,Na przednie koła,,Granatowy,Tak,204 668 km,,Tak,30 listopad 2019,,,Giulietta,5,,,ELW PS07,,,Używane,24 800,,,,Tak,,Tak,,,5,Alfa Romeo,,,,Kompakt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Automatyczna,2015,,1 591 cm3,,,,,Prywatne,Benzyna,,,,125 KM,,,Na przednie koła,,Czarny,,156 000 km,,Tak,,,5.5 l/100km,ix20,5,,,,154 g/km,,Używane,41 900,,1.6 Automatik Comfort,,,,Tak,,,,Hyundai,"8,30 l/100km",,,Auta miejskie
,,C257 (2018-),Automatyczna,2018,,2 925 cm3,,,Niemcy,,Prywatne,Diesel,,,Perłowy,340 KM,,,4x4 (stały),,Biały,Tak,48 749 km,,Tak,20 sierpień 2018,,4.0 l/100km,CLS,4,,,WDD2573231A001904,148 g/km,,Używane,260 760,,400 d 4-Matic 9G-TRONIC,,Tak,,Tak,Tak,Tak,5,Mercedes-Benz,6 l/100km,,,Kombi
,,A (2008-2017),Manualna,2009,,1 956 cm3,,,Niemcy,,Prywatne,Diesel,,,Metalik,160 KM,,,Na przednie koła,Tak,Szary,Tak,344 000 km,,Tak,28 sierpień 2009,,,Insignia,5,,,ZMY410CM,,,Używane,15 000,,2.0 CDTI Sports Tourer,,Tak,,Tak,,,5,Opel,"6,50 l/100km",,,Kombi
,,I (2009-2017),Manualna,2016,,1 560 cm3,,,,,Firma,Diesel,,,Metalik,120 KM,,,Na przednie koła,,Biały,,107 000 km,,,29 kwiecień 2016,,4.0 l/100km,5008,5,Tak,,,115 g/km,,Używane,24 900,,1.6 BlueHDi Active 7os,,,,Tak,,,7,Peugeot,5 l/100km,Tak,,SUV
,,W204 (2007-2014),Manualna,2007,,1 796 cm3,,,Niemcy,,Firma,Benzyna,,,Metalik,156 KM,,,Na tylne koła,,Srebrny,Tak,176 281 km,Tak,,,,,Klasa C,4,Tak,,,,,Używane,34 499,,180 Kompressor Classic,,,,Tak,Tak,Tak,5,Mercedes-Benz,10 l/100km,,,Sedan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,F5 (2016-),Automatyczna,2019,,1 984 cm3,,,Belgia,,Prywatne,Benzyna,,,Metalik,150 KM,,,Na przednie koła,,Szary,Tak,72 000 km,,Tak,,,4.0 l/100km,A5,5,,,,129 g/km,,Używane,117 900,,35 TFSI S tronic,,Tak,,Tak,,Tak,5,Audi,7 l/100km,,,Coupe
,,III (2013-),Automatyczna,2018,,1 395 cm3,,,Polska,,Firma,Benzyna,,,,140 KM,,,Na przednie koła,,Biały,Tak,157 210 km,,Tak,19 październik 2018,,4.0 l/100km,Octavia,5,,Tak,WI521HR,116 g/km,,Używane,66 650,,1.4 TSI Ambition DSG,,Tak,,Tak,Tak,Tak,5,Skoda,6 l/100km,,,Sedan
,,E (2014-2019),Manualna,2017,,1 364 cm3,,,,,Prywatne,Benzyna,,,,100 KM,,,,,Czarny,,100 000 km,,Tak,14 kwiecień 2017,,,Corsa,5,,,XXXXXXX,,,Używane,24 500,,,,,,Tak,,,,Opel,,Tak,,Kompakt
,,,Manualna,2012,,1 998 cm3,,,Niemcy,,Firma,Diesel,,,Metalik,126 KM,,6 miesięcy,Na przednie koła,,Szary,Tak,179 400 km,Tak,,,,,Verso,5,Tak,,,,,Używane,36 499,,,,Tak,,Tak,Tak,Tak,5,Toyota,,,,Minivan
,,J (2009-2019),Manualna,2014,,1 364 cm3,,,Niemcy,,Firma,Benzyna,,,Metalik,120 KM,,6 miesięcy,Na przednie koła,,Szary,Tak,112 535 km,Tak,,,,,Astra,5,Tak,,,,,Używane,38 499,,,,Tak,,Tak,,Tak,5,Opel,,,,Kombi
,,IV (2020-),Manualna,2020,,1 618 cm3,,,,,Prywatne,Benzyna,,,,261 KM,,,4x4 (stały),,Biały,,31 000 km,,Tak,,,,Yaris,3,,,,,,Używane,55 000,,GR 1.6 Dynamic,,,,Tak,,,5,Toyota,,,,Kompakt
,,II (2010-),Manualna,2010,,1 364 cm3,,,,,Prywatne,Benzyna,,,Metalik,120 KM,,,Na przednie koła,,Szary,,198 000 km,,Tak,12 sierpień 2010,,4.8 l/100km,Meriva,5,,,WPN07665,139 g/km,,Używane,23 900,,1.4 Color Edition,,,,Tak,,,5,Opel,"7,80 l/100km",,,Minivan
,,,Manualna,2013,,1 461 cm3,,,,,Prywatne,Diesel,,,,90 KM,,,,,Srebrny,,182 000 km,,,,,,Clio,5,,,,,,Używane,25 900,,1.5 dCi Energy Intens,,,,Tak,,,,Renault,4 l/100km,,,Kompakt
,,III (2014-2021),Manualna,2018,,999 cm3,,,Polska,,Prywatne,Benzyna+LPG,,,Matowy,75 KM,,,Na przednie koła,,Niebieski,,363 000 km,,Tak,15 marzec 2019,,,Fabia,5,,,WI335JE,,,Używane,25 830,,,,Tak,,Tak,Tak,,5,Skoda,,,,Kombi
Tak,,,Automatyczna,2023,,1 498 cm3,,,Polska,,Firma,Benzyna,,,,150 KM,,,Na przednie koła,,Biały,Tak,1 km,Tak,,,,,T-Roc,5,,Tak,,,,Nowe,145 800,,,,,,,,,5,Volkswagen,,,,SUV
,,,Automatyczna,2016,,1 968 cm3,,,Polska,,Prywatne,Diesel,,,,204 KM,,,4x4 (stały),,Biały,Tak,167 377 km,,Tak,26 październik 2016,,5.0 l/100km,Caravelle,5,,,elw 24e22,167 g/km,,Używane,147 600,,2.0 BiTDI L1 Highline 4Motion DSG,,Tak,,Tak,Tak,Tak,8,Volkswagen,7 l/100km,,,Minivan
,,C (2011-2019),Manualna,2014,,1 956 cm3,,,Niemcy,,Firma,Diesel,,,Metalik,130 KM,,6 miesięcy,Na przednie koła,,Srebrny,Tak,150 000 km,Tak,,,,,Zafira,5,Tak,,,,,Używane,39 499,,,,Tak,,Tak,,,7,Opel,,,,Minivan
,,E83 (2003-2010),Manualna,2008,,1 995 cm3,,,Francja,,Firma,Diesel,,,Metalik,150 KM,,,4x4 (dołączany automatycznie),,Zielony,Tak,237 800 km,Tak,,,,,X3,5,Tak,,,,,Używane,28 999,,2.0d,,Tak,,Tak,,Tak,5,BMW,9 l/100km,,,SUV
,,FY (2017-),Automatyczna,2020,,1 968 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,163 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,60 900 km,,Tak,15 grudzień 2020,,,Q5,5,,,WD0768P,,,Używane,158 900,,2.0 TDI Quattro Design S tronic,,Tak,,Tak,Tak,,5,Audi,5 l/100km,,,SUV
,,C8 (2018-),Automatyczna,2021,,2 967 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,344 KM,,,4x4 (stały),,Czerwony,Tak,81 500 km,,Tak,15 kwiecień 2021,,5.0 l/100km,S7,5,,,GD464XY,169 g/km,,Używane,370 000,150 000 km,TDI Tiptronic,,Tak,14 Kwietnia 2026,Tak,Tak,Tak,5,Audi,8 l/100km,,,Sedan
,,III (2015-2023),Automatyczna,2016,,1 968 cm3,,,Niemcy,,Prywatne,Diesel,,,Metalik,190 KM,,,Na przednie koła,,Szary,Tak,222 300 km,,Tak,25 styczeń 2016,,,Superb,5,,,PKN97991,,,Używane,69 900,,2.0 TDI DSG Ambition,,Tak,,Tak,,,,Skoda,"5,30 l/100km",,,Kombi
,,IV (2008-2017),Manualna,2008,,1 598 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,105 KM,,,,,Zielony,Tak,119 800 km,,Tak,02 maj 2009,,,Ibiza,5,,,DW93405,,,Używane,19 900,,1.6 16V Style,,Tak,,Tak,,Tak,5,Seat,8 l/100km,,,Auta miejskie
,,III (2014-),Manualna,2016,,1 600 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,125 KM,,,Na przednie koła,,Błękitny,Tak,185 000 km,,Tak,12 maj 2016,,,Trafic,3,,,PWA5AU1,,,Używane,52 900,,,,Tak,,Tak,,,9,Renault,,,,Minivan
,,III (2008-2016),Manualna,2011,,1 598 cm3,,,Holandia,,Prywatne,Benzyna,,,Metalik,110 KM,,,Na przednie koła,,Srebrny,Tak,194 000 km,,,,,,Megane,5,,,,,,Używane,27 900,,1.6 16V 110 Paris,,,,Tak,,Tak,5,Renault,"9,40 l/100km",,,Kombi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,III (2014-),Manualna,2016,,1 600 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,125 KM,,,Na przednie koła,,Błękitny,Tak,185 000 km,,Tak,12 maj 2016,,,Trafic,3,,,PWA5AU1,,,Używane,52 900,,,,Tak,,Tak,,,9,Renault,,,,Minivan
,,III (2008-2016),Manualna,2011,,1 598 cm3,,,Holandia,,Prywatne,Benzyna,,,Metalik,110 KM,,,Na przednie koła,,Srebrny,Tak,194 000 km,,,,,,Megane,5,,,,,,Używane,27 900,,1.6 16V 110 Paris,,,,Tak,,Tak,5,Renault,"9,40 l/100km",,,Kombi
,,IV (2020-),Automatyczna,2024,,1 984 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,190 KM,,,4x4 (dołączany ręcznie),,Szary,Tak,1 km,,Tak,,,,Octavia,5,,,,,,Używane,154 900,,2.0 TSI 4x4 Style DSG,,,30 Marca 2027,Tak,Tak,Tak,5,Skoda,,,,Kombi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T9 (2014-2021),Manualna,2016,,1 997 cm3,,,,,Prywatne,Diesel,,,Perłowy,150 KM,,,Na przednie koła,,Biały,,177 655 km,,Tak,,,3.5 l/100km,308,5,,,,102 g/km,,Używane,41 900,,BlueHDi FAP 150 Stop&Start GT-Line Edition,,,,Tak,,,5,Peugeot,"4,60 l/100km",,,Kompakt
,,F30/F31 (2012-2020),Automatyczna,2012,,1 995 cm3,,,,,Prywatne,Diesel,,,Metalik,183 KM,,,4x4 (dołączany automatycznie),,Szary,Tak,184 000 km,,,listopad 2012,,,Seria 3,4,,,,,,Używane,68 500,,320d xDrive Edition M Sport Shadow,,Tak,,Tak,,Tak,5,BMW,"5,90 l/100km",,,Sedan
,,IV (2020-),Automatyczna,2021,,1 598 cm3,,,Polska,,Firma,Benzyna,,,Metalik,150 KM,,,Na przednie koła,,Bordowy,Tak,129 631 km,,,16 czerwiec 2021,,,Tucson,5,,Tak,,,,Używane,85 000,,1.6 T-GDi 48V Platinum 2WD DCT,,Tak,,Tak,Tak,Tak,5,Hyundai,,,,SUV
,,Mk3 (2000-2006),Manualna,2003,,1 998 cm3,,,,,Prywatne,Diesel,,,,115 KM,,,,,Granatowy,,307 000 km,,,15 lipiec 2003,,,Mondeo,4,,,,,,Używane,8 500,,2.0 TDCi Ambiente,,Tak,,Tak,,,4,Ford,7 l/100km,,,Sedan
,,III (2008-),Manualna,2010,,1 997 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,140 KM,,,Na przednie koła,,Szary,Tak,268 531 km,,Tak,12 październik 2010,,4.0 l/100km,C5,5,,,WJ89783,155 g/km,,Używane,20 900,,2.0 HDi Exclusive,,Tak,,Tak,,,5,Citroën,7 l/100km,,,Kombi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Automatyczna,2014,,2 993 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,381 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,333 333 km,,Tak,,,6.0 l/100km,X5 M,5,,,,177 g/km,,Używane,123 000,,M50d,,Tak,,Tak,,Tak,5,BMW,7 l/100km,,,SUV
,,,Manualna,2016,,999 cm3,,,,,Prywatne,Benzyna,,,,60 KM,,,,,Szary,Tak,82 000 km,,,,,,up!,5,,,,,,Używane,29 520,,,,Tak,,Tak,Tak,,,Volkswagen,,,,Auta małe
,,,Automatyczna,2019,,1 798 cm3,,,,,Prywatne,Hybryda,,,,98 KM,,,,,Biały,,45 200 km,,Tak,,,,C-HR,5,,,,,,Używane,89 000,,,,,,Tak,,,,Toyota,,,,SUV
,,II (2007-2014),Manualna,2013,,1 198 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,70 KM,,,Na przednie koła,,Czarny,Tak,145 000 km,,Tak,26 marzec 2013,,4.0 l/100km,Fabia,5,,,SZ3569S,128 g/km,,Używane,19 990,,1.2 HTP Combi SPECIAL,,Tak,,Tak,,Tak,5,Skoda,7 l/100km,,,Kombi
Tak,,C8 (2018-),Automatyczna,2023,,1 968 cm3,,17,Polska,83 400 PLN,Prywatne,Diesel,"76 146,34 PLN",,,204 KM,,,4x4 (stały),,Srebrny,Tak,3 400 km,,Tak,,,4.0 l/100km,A6,5,,,,125 g/km,,Używane,249 997,150 000 km,40 TDI mHEV Quattro Sport S tronic,3 155 PLN,Tak,7 Sierpnia 2028,Tak,Tak,Tak,5,Audi,5 l/100km,,,Kombi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,II (2016-),Automatyczna,2018,,1 995 cm3,,,Polska,,Prywatne,Diesel,,,Perłowy,177 KM,,,4x4 (dołączany automatycznie),,Biały,Tak,144 000 km,,Tak,16 październik 2018,,,Koleos,5,,,WE828UM,,,Używane,88 900,,2.0 dCi Intens 4x4 X-Tronic,,Tak,,Tak,,Tak,5,Renault,,,,SUV
,,I (2010-2019),Manualna,2014,,1 598 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,117 KM,,,Na przednie koła,,Szary,Tak,93 000 km,,,,,,Juke,5,,,,,,Używane,44 900,,1.6 N-Tec,,Tak,,Tak,Tak,Tak,5,Nissan,7 l/100km,,,SUV
,,,Manualna,2008,,1 798 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,125 KM,,,Na przednie koła,,Szary,,212 500 km,,Tak,04 lipiec 2008,,5.0 l/100km,C30,3,,,CEKM349,174 g/km,,Używane,15 900,,1.8 Kinetic,,,,Tak,,,4,Volvo,10 l/100km,,,Kompakt
Tak,,8V (2012-),Automatyczna,2017,,1 968 cm3,,,Niemcy,,Prywatne,Diesel,,,,150 KM,,,Na przednie koła,,Biały,Tak,99 000 km,,Tak,,,,A3,5,,,,,,Używane,75 900,,2.0 TDI S tronic,,Tak,,Tak,,Tak,,Audi,5 l/100km,,,Kompakt
,,,Automatyczna,2022,,1 469 cm3,,,,,Firma,Benzyna,,,Metalik,130 KM,,24 miesięcy,Na przednie koła,,Szary,Tak,5 km,Tak,,,,,Renegade,5,,Tak,,,,Nowe,109 900,,1.5 T4 mHEV Longitude FWD S&S DCT,,Tak,,Tak,,,5,Jeep,,,,SUV
,,,Manualna,2014,,1 368 cm3,,,Polska,,Prywatne,Benzyna,,,,140 KM,,,,,Czarny,Tak,95 000 km,,Tak,26 czerwiec 2015,,,Renegade,5,,,GDA25P8,,,Używane,54 900,,1.4 MultiAir Limited FWD S&S,,Tak,,Tak,Tak,Tak,5,Jeep,7 l/100km,,,SUV
,,I (2010-2018),Automatyczna,2016,,1 598 cm3,,,Polska,,Prywatne,Benzyna,,,,165 KM,,,Na przednie koła,,Czarny,Tak,134 600 km,,Tak,04 październik 2016,,,508,4,,,WI496HT,,,Używane,49 500,,,,Tak,,Tak,,,5,Peugeot,,,,Sedan
,,W213 (2016-2023),Automatyczna,2017,,1 950 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,195 KM,,,4x4 (stały),,Czerwony,Tak,152 000 km,,Tak,18 grudzień 2017,,4.0 l/100km,Klasa E,4,,,EL2F152,129 g/km,,Używane,136 000,,220 d 4-Matic 9G-TRONIC,,Tak,,Tak,Tak,Tak,5,Mercedes-Benz,5 l/100km,,,Sedan
,,I (2006-2012),Manualna,2010,,1 582 cm3,,,Austria,,Prywatne,Diesel,,,Perłowy,90 KM,,,Na przednie koła,,Czarny,Tak,252 450 km,,,27 październik 2010,,,Ceed,5,,,,,,Używane,17 800,,1.6 CRDi 90 ISG Spirit,,Tak,,Tak,,,5,Kia,"4,90 l/100km",,,Kombi
,,III (2013-),Automatyczna,2017,,2 494 cm3,,,Belgia,,Prywatne,Benzyna,,,Perłowy,181 KM,,,,,Biały,,124 000 km,,,,,,IS,4,,,,,,Używane,117 000,,250 Comfort,,Tak,,Tak,,,5,Lexus,,,,Sedan
,,II (2009-2016),Manualna,2011,,1 397 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,130 KM,,,Na przednie koła,,Szary,Tak,168 000 km,,Tak,,,5.9 l/100km,Grand Scenic,5,,,,168 g/km,,Używane,27 900,,TCe 130 Luxe,,,,Tak,,Tak,7,Renault,"9,80 l/100km",,,Kompakt
,,,Automatyczna,2022,,2 360 cm3,,,Szwajcaria,,Prywatne,Hybryda Plug-in,,,Perłowy,98 KM,,,4x4 (stały),,Czarny,Tak,1 000 km,,Tak,,,,Eclipse Cross,5,,,,,,Używane,135 000,,2.4 PHEV Instyle Plus Ralliart,,Tak,28 Marca 2028,Tak,,Tak,5,Mitsubishi,,,,SUV
Tak,,III (2015-2023),Automatyczna,2024,,1 968 cm3,,,Polska,,Firma,Diesel,,,Metalik,200 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,4 km,Tak,,,,,Superb,5,,Tak,,,,Nowe,244 440,,2.0 TDI SCR 4x4 Sportline DSG,,,,,,,5,Skoda,,,,Kombi
,,I (2006-2012),Manualna,2009,,1 396 cm3,,,Polska,,Prywatne,Benzyna+LPG,,,,109 KM,,,Na przednie koła,,Czerwony,Tak,129 000 km,,Tak,28 październik 2009,,,Ceed,5,,,LU514MW,,,Używane,18 900,,Cee'd 1.4 Comfort,,Tak,,Tak,,Tak,5,Kia,7 l/100km,,,Kompakt
,,E60/E61 (2003-2010),Manualna,2010,,1 995 cm3,,,Niemcy,,Prywatne,Diesel,,,Perłowy,163 KM,,,Na tylne koła,,Czarny,Tak,372 151 km,,Tak,,,4.0 l/100km,Seria 5,5,,,,162 g/km,,Używane,27 500,,520d,,Tak,,Tak,,,5,BMW,8 l/100km,,,Kombi
,,,Manualna,2011,,1 997 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,140 KM,,,4x4 (dołączany ręcznie),,Biały,Tak,181 000 km,,Tak,,,7.0 l/100km,Qashqai+2,5,,,,199 g/km,,Używane,42 800,,2.0 4x4 Acenta,,,,Tak,Tak,Tak,7,Nissan,11 l/100km,,,SUV
,,III (2015-2023),Automatyczna,2020,,1 968 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,190 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,164 937 km,,Tak,19 maj 2022,,,Superb,5,,,SG22731,,,Używane,129 000,,2.0 TDI 4x4 L&K DSG,,Tak,,Tak,,Tak,5,Skoda,,,,Sedan
,,VII (2012-2020),Automatyczna,2015,,1 968 cm3,,,Niemcy,,Prywatne,Diesel,,,,150 KM,,,Na przednie koła,,Czarny,Tak,238 000 km,,Tak,21 listopad 2015,,3.9 l/100km,Golf,5,,,575042801,115 g/km,,Używane,39 999,,Variant 2.0 TDI SCR DSG Highline,,,,Tak,,Tak,5,Volkswagen,"5,20 l/100km",,,Kombi
,,W223 (2020-),Automatyczna,2022,,3 982 cm3,,,Polska,,Firma,Benzyna,,,Metalik,503 KM,,48 miesięcy,4x4 (stały),,Czarny,,14 000 km,,Tak,10 listopad 2022,,,Klasa S,4,,Tak,WW899GF,,,Używane,639 000,,580 4-Matic AMG Line 9G-TRONIC,,Tak,10 Listopada 2026,Tak,Tak,Tak,5,Mercedes-Benz,,,,Sedan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,I (2006-2012),Manualna,2009,,1 396 cm3,,,Polska,,Prywatne,Benzyna+LPG,,,,109 KM,,,Na przednie koła,,Czerwony,Tak,129 000 km,,Tak,28 październik 2009,,,Ceed,5,,,LU514MW,,,Używane,18 900,,Cee'd 1.4 Comfort,,Tak,,Tak,,Tak,5,Kia,7 l/100km,,,Kompakt
,,E60/E61 (2003-2010),Manualna,2010,,1 995 cm3,,,Niemcy,,Prywatne,Diesel,,,Perłowy,163 KM,,,Na tylne koła,,Czarny,Tak,372 151 km,,Tak,,,4.0 l/100km,Seria 5,5,,,,162 g/km,,Używane,27 500,,520d,,Tak,,Tak,,,5,BMW,8 l/100km,,,Kombi
,,,Manualna,2011,,1 997 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,140 KM,,,4x4 (dołączany ręcznie),,Biały,Tak,181 000 km,,Tak,,,7.0 l/100km,Qashqai+2,5,,,,199 g/km,,Używane,42 800,,2.0 4x4 Acenta,,,,Tak,Tak,Tak,7,Nissan,11 l/100km,,,SUV
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,III (2015-2023),Automatyczna,2020,,1 968 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,190 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,164 937 km,,Tak,19 maj 2022,,,Superb,5,,,SG22731,,,Używane,129 000,,2.0 TDI 4x4 L&K DSG,,Tak,,Tak,,Tak,5,Skoda,,,,Sedan
,,VII (2012-2020),Automatyczna,2015,,1 968 cm3,,,Niemcy,,Prywatne,Diesel,,,,150 KM,,,Na przednie koła,,Czarny,Tak,238 000 km,,Tak,21 listopad 2015,,3.9 l/100km,Golf,5,,,575042801,115 g/km,,Używane,39 999,,Variant 2.0 TDI SCR DSG Highline,,,,Tak,,Tak,5,Volkswagen,"5,20 l/100km",,,Kombi
,,W223 (2020-),Automatyczna,2022,,3 982 cm3,,,Polska,,Firma,Benzyna,,,Metalik,503 KM,,48 miesięcy,4x4 (stały),,Czarny,,14 000 km,,Tak,10 listopad 2022,,,Klasa S,4,,Tak,WW899GF,,,Używane,639 000,,580 4-Matic AMG Line 9G-TRONIC,,Tak,10 Listopada 2026,Tak,Tak,Tak,5,Mercedes-Benz,,,,Sedan
,,III (2014-2021),Manualna,2018,,999 cm3,,,Polska,,Prywatne,Benzyna+LPG,,,Matowy,75 KM,,,Na przednie koła,,Niebieski,,328 000 km,,Tak,19 marzec 2019,,,Fabia,5,,,WI474JE,,,Używane,22 140,,,,Tak,,Tak,Tak,,5,Skoda,,Tak,,Kombi
,,II (2004-2013),Manualna,2010,,1 896 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,105 KM,,,Na przednie koła,,Biały,Tak,350 000 km,,Tak,25 styczeń 2010,,4.0 l/100km,Octavia,5,,,SC0409M,137 g/km,,Używane,18 900,,1.9 TDI Ambiente,,Tak,,Tak,,Tak,5,Skoda,6 l/100km,,,Sedan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B7 (2010-2014),Manualna,2011,,1 984 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,211 KM,,,Na przednie koła,,Czarny,,276 000 km,,Tak,15 wrzesień 2011,,5.0 l/100km,Passat,4,,,ELC36821,169 g/km,,Używane,33 900,,2.0 TSI Highline,,Tak,,Tak,,,5,Volkswagen,10 l/100km,,,Sedan
,,II (2004-2013),Manualna,2009,,1 598 cm3,,,Polska,,Prywatne,Diesel,,,,105 KM,,,Na przednie koła,,Srebrny,Tak,274 000 km,,Tak,13 styczeń 2010,,3.0 l/100km,Octavia,5,,,GDARM77,109 g/km,,Używane,15 300,,1.6 TDI Elegance,,Tak,,Tak,Tak,Tak,5,Skoda,5 l/100km,,,Sedan
,,T9 (2014-2021),Manualna,2015,,1 199 cm3,,,,,Prywatne,Benzyna,,,Metalik,130 KM,,,Na przednie koła,,Czarny,,129 004 km,,Tak,03 czerwiec 2015,,4.0 l/100km,308,5,,,WE677VU,115 g/km,,Używane,29 999,,SW 1.2 PureTech Allure S&S,,Tak,,Tak,,Tak,5,Peugeot,6 l/100km,,,Kombi
,,II (2007-2013),Manualna,2010,,1 999 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,155 KM,,,Na przednie koła,,Czarny,Tak,179 500 km,,Tak,,Tak,5.0 l/100km,6,5,,,,159 g/km,,Używane,30 300,,2.0 90th Anniversary,,Tak,,Tak,Tak,,5,Mazda,9 l/100km,,,Sedan
,,K12 (2003-2010),Manualna,2009,,1 240 cm3,,,,,Prywatne,Benzyna,,,,65 KM,,,Na przednie koła,,Błękitny,,109 554 km,,Tak,20 luty 2015,,5.0 l/100km,Micra,5,,,wpi65319,139 g/km,,Używane,11 900,,1.2 Visia,,Tak,,Tak,,,5,Nissan,7 l/100km,,,Auta miejskie
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,III (2015-),Manualna,2017,,1 968 cm3,,,Polska,,Firma,Diesel,,,Metalik,150 KM,,,Na przednie koła,,Srebrny,Tak,69 640 km,Tak,,,,,Touran,5,,Tak,,,,Używane,85 900,,2.0 TDI BMT Comfortline,,,,Tak,,,5,Volkswagen,,,,Minivan
,,I (1998-2005),Manualna,2003,,1 995 cm3,,,,,Prywatne,Benzyna+LPG,,,Metalik,128 KM,,,4x4 (dołączany ręcznie),,Inny kolor,,250 000 km,,Tak,,,7.0 l/100km,Grand Vitara,5,,,,,,Używane,17 999,,2.0,,Tak,,Tak,,,5,Suzuki,12 l/100km,,,SUV
Tak,,,Automatyczna,2022,,,64 kWh,,Polska,,Firma,Elektryczny,,,Matowy,204 KM,W cenie,,Na przednie koła,,Biały,Tak,6 758 km,Tak,Tak,16 wrzesień 2022,,,Niro,5,,Tak,KK4XY82,,460 km,Używane,169 900,150 000 km,e-Niro 64kWh L,,Tak,29 Sierpnia 2030,Tak,Tak,Tak,5,Kia,,,16 kWh/100km,Kompakt
,,II (2014-),Automatyczna,2022,,1 950 cm3,,,,,Prywatne,Diesel,,,Metalik,190 KM,,,Na tylne koła,,Szary,,57 527 km,,Tak,05 październik 2022,,6.0 l/100km,Klasa V,4,,,SG00000,172 g/km,,Używane,307 000,,250 d 4-Matic Avantgarde 9G-Tronic (d³ugi),,,,Tak,,,7,Mercedes-Benz,7 l/100km,,,Minivan
,,II (2001-2014),Manualna,2010,,1 995 cm3,,,,,Prywatne,Diesel,,,,114 KM,,,,,Biały,,444 000 km,,Tak,19 maj 2010,,,Trafic,5,,,kr042xk,,,Używane,19 680,,,,,,Tak,,,6,Renault,,,,Minivan
